centrourbano;departamento;sector;ambito;grado;0años;1año;2años;3años;4años;5años;6años;7años;8años;9años;10años;11años;12años;13años;14años;15años;16años;17años;18años;19años;20años;21años;22años;23años;24años;25años;26años;27años;28años;29años;30añosymás;TotalAlumnos
Mendoza Capital;CAPITAL;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;43;3060;560;159;19;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3842
Mendoza Capital;CAPITAL;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;25;2759;513;98;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3403
Mendoza Capital;CAPITAL;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;21;2638;461;93;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3213
Mendoza Capital;CAPITAL;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;552;87;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;639
Mendoza Capital;CAPITAL;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;4;1857;128;15;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2004
Mendoza Capital;CAPITAL;Estatal;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;11;15;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;34
Mendoza Capital;CAPITAL;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;3;1848;128;20;3;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2005
Mendoza Capital;CAPITAL;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;1805;99;19;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1926
Mendoza Capital;CAPITAL;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;3;1809;104;27;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1950
Mendoza Capital;CAPITAL;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;10;1702;116;25;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1853
Mendoza Capital;CAPITAL;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2;1806;113;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1924
Mendoza Capital;CAPITAL;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;39;3436;507;84;18;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4086
Mendoza Capital;CAPITAL;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;32;3188;600;121;10;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3956
Mendoza Capital;CAPITAL;Estatal;Urbano;Sala de 3;     ;     ;     ;36;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;37
Mendoza Capital;CAPITAL;Estatal;Urbano;Sala de 4;     ;     ;     ;4;1530;39;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1573
Mendoza Capital;CAPITAL;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;3;1730;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1733
Mendoza Capital;CAPITAL;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;341;193;215;237;290;274;313;282;269;244;231;220;1767;4876
Mendoza Capital;CAPITAL;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;1348;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1350
Mendoza Capital;CAPITAL;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7;1577;80;11;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1676
Mendoza Capital;CAPITAL;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;1500;114;11;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1626
Mendoza Capital;CAPITAL;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4;1346;75;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1428
Mendoza Capital;CAPITAL;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;15;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;16
Mendoza Capital;CAPITAL;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;1385;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1388
Mendoza Capital;CAPITAL;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;1;1478;11;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1490
Mendoza Capital;CAPITAL;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;1424;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1428
Mendoza Capital;CAPITAL;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1426;8;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1436
Mendoza Capital;CAPITAL;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1390;16;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1409
Mendoza Capital;CAPITAL;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;1473;19;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1494
Mendoza Capital;CAPITAL;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8;1764;69;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1848
Mendoza Capital;CAPITAL;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;21;1639;55;12;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1729
Mendoza Capital;CAPITAL;Privado;Urbano;Deambuladores;     ;143;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;151
Mendoza Capital;CAPITAL;Privado;Urbano;Lactantes;49;22;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;71
Mendoza Capital;CAPITAL;Privado;Urbano;Sala de 2;     ;5;328;344;27;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;704
Mendoza Capital;CAPITAL;Privado;Urbano;Sala de 3;     ;     ;     ;356;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;356
Mendoza Capital;CAPITAL;Privado;Urbano;Sala de 4;     ;     ;     ;     ;1146;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1147
Mendoza Capital;CAPITAL;Privado;Urbano;Sala de 5;     ;     ;     ;     ;11;1218;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1229
Mendoza Capital;CAPITAL;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;159;208;173;229;214;194;255;123;126;129;130;146;750;2836
Salta Capital;CAPITAL;Estatal;Rural;1°;     ;     ;     ;     ;     ;     ;147;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;147
Salta Capital;CAPITAL;Estatal;Rural;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;24;6;2;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;33
Salta Capital;CAPITAL;Estatal;Rural;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;18;9;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;28
Salta Capital;CAPITAL;Estatal;Rural;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;14;14;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;29
Salta Capital;CAPITAL;Estatal;Rural;2°;     ;     ;     ;     ;     ;     ;     ;175;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;175
Salta Capital;CAPITAL;Estatal;Rural;3°;     ;     ;     ;     ;     ;     ;     ;     ;208;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;213
Salta Capital;CAPITAL;Estatal;Rural;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;168;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;169
Salta Capital;CAPITAL;Estatal;Rural;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;178;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;179
Salta Capital;CAPITAL;Estatal;Rural;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;173;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;176
Salta Capital;CAPITAL;Estatal;Rural;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;193;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;198
Salta Capital;CAPITAL;Estatal;Rural;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;45;9;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;55
Salta Capital;CAPITAL;Estatal;Rural;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;41;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;43
Salta Capital;CAPITAL;Estatal;Rural;Sala de 3;     ;     ;     ;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2
Salta Capital;CAPITAL;Estatal;Rural;Sala de 4;     ;     ;     ;     ;100;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;100
Salta Capital;CAPITAL;Estatal;Rural;Sala de 5;     ;     ;     ;     ;     ;161;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;161
Salta Capital;CAPITAL;Estatal;Urbano;1°;     ;     ;     ;     ;     ;176;6538;31;8;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6755
Salta Capital;CAPITAL;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4;28;312;3995;1815;960;337;85;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7536
Salta Capital;CAPITAL;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6;236;3302;1631;705;277;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6157
Salta Capital;CAPITAL;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2;273;3058;1289;576;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5198
Salta Capital;CAPITAL;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;142;593;220;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;956
Salta Capital;CAPITAL;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;234;6930;79;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7247
Salta Capital;CAPITAL;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;195;7364;198;13;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7772
Salta Capital;CAPITAL;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;5;215;7254;266;22;5;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7768
Salta Capital;CAPITAL;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;184;7029;285;37;9;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7545
Salta Capital;CAPITAL;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;177;6784;390;27;2;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7382
Salta Capital;CAPITAL;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;218;6781;422;55;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7482
Salta Capital;CAPITAL;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;572;5936;1921;649;216;73;28;9;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;9404
Salta Capital;CAPITAL;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;10;481;4781;1745;801;345;105;31;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8299
Salta Capital;CAPITAL;Estatal;Urbano;Deambuladores;2;56;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;58
Salta Capital;CAPITAL;Estatal;Urbano;Lactantes;19;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20
Salta Capital;CAPITAL;Estatal;Urbano;Sala de 2;     ;1;176;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;178
Salta Capital;CAPITAL;Estatal;Urbano;Sala de 3;     ;     ;30;1584;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1618
Salta Capital;CAPITAL;Estatal;Urbano;Sala de 4;     ;     ;     ;68;5319;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5395
Salta Capital;CAPITAL;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;108;6352;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6460
Salta Capital;CAPITAL;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;282;604;831;770;950;1011;1046;942;870;708;628;401;2876;11919
Salta Capital;CAPITAL;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;2820;19;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2839
Salta Capital;CAPITAL;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;19;252;2578;328;71;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3254
Salta Capital;CAPITAL;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;24;233;2402;346;56;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3071
Salta Capital;CAPITAL;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;19;192;2363;256;49;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2879
Salta Capital;CAPITAL;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;19;109;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;132
Salta Capital;CAPITAL;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;7;2900;27;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2935
Salta Capital;CAPITAL;Privado;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;10;32;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;42
Salta Capital;CAPITAL;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;12;3033;33;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3082
Salta Capital;CAPITAL;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;14;2956;28;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2999
Salta Capital;CAPITAL;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;2;3000;43;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3049
Salta Capital;CAPITAL;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3;2586;53;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2643
Salta Capital;CAPITAL;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;166;2531;47;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2744
Salta Capital;CAPITAL;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;383;3068;298;34;8;16;27;24;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3858
